Id,Course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,Prize,Ran,Distance,Yards,Going,Limit,WinTime,Seconds,FPos,DstBtn,TotalBtn,CardNo,HorseName,Draw,Sp,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"5","9½",16.95,2,"Clandara",,8,4,11,2,156,,,"Miss E Doyle","Miss J Townend",5,,"tracked leaders, 3rd on outer halfway, pushed along and no impression in 7th under 3f out, kept on one pace in straight"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"6","5",21.95,13,"Up And Out",,8.5,4,10,7,147,,,"G Elliott","Mr C P Millar",7,,"rear of mid-division, 9th halfway, pushed along approaching straight and no impression in 8th 1 1/2f out, kept on one pace"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"7","1¾",23.7,11,"Florance",,6.5,4,10,7,147,,,"Anthony McCann","Mr H C Swan",7,,"tracked leaders, 6th halfway, pushed along and 2nd briefly on inner under 3f out, 5th and no impression entering straight, soon no extra, weakened"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"8","8½",32.2,8,"Storm Barra",,66,4,11,0,154,,,"A Sexton","Mr H E Sexton",7,,"held up in rear, pushed along and no impression under 3f out"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"9","3¾",35.95,1,"But I Wont Do That",,22,4,11,4,158,,,"M Kelly","Mr D G Lavery",3,,"mid-division, 7th halfway, closer on outer over 4f out, pushed along and no extra over 2f out, weakened"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"10","14",49.95,3,"Devils Cape",,10,4,11,7,161,,,"G Elliott","Mr J J Codd",,,"mid-division on outer, pushed along and dropped towards rear under 4f out, no extra"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"11","2",51.95,7,"Rare Dream",,8.5,4,11,7,161,,,"Mark Fahey","Mr B ONeill",,,"tracked leader, 2nd halfway, pushed along 3f out, 6th and no impression approaching straight, no extra and soon eased"
44659134,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:10:00","DPD Depot 33 Ballinrobe INH Flat Race","b",,"4YO only",6300,12,"1m 7f 125y",3425,"Good to Yielding",,"4m 2.10s",242.1,"12","2¾",54.7,5,"Innocent Walker",,16,4,11,7,161,,,"J P Fahey","Mr D OConnor",,,"always towards rear, never a factor, no extra from 3f out, weakened"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"1",,0,13,"The Last Mardi",,3.333333333,5,12,0,168,"2Fav",,"G Elliott","Mr J J Codd",,,"rear of mid-division on outer, headway over 4f out and 4th 2f out, 2nd and pushed along entering straight, ridden and led narrowly 150 yards out, held on well"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"2","hd",0.15,2,"Ahead Of The Posse",,18,5,12,0,168,,,"G P Cromwell","Mr B ONeill",,,"tracked leaders on outer, 5th halfway, headway to lead over 3f out, pushed along approaching straight, ridden and headed narrowly 150 yards out, kept on well, just failed"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"3","3½",3.65,14,"What Path (FR)",,1.625,5,12,0,168,"Fav",,"W P Mullins","Mr P W Mullins",,,"tracked leaders, 7th halfway, headway under 4f out, 2nd and pushed along approaching straight, 3rd and ridden over 1f out, no impression inside final furlong"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"4","¾",4.4,9,"Mister Beeton",,40,5,11,7,161,,,"Shane Nolan","Mr M J M OSullivan",7,,"towards rear, headway in mid-division under 4f out, soon pushed along and left 4th entering straight, ridden and kept on one pace inside final furlong"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"5","4½",8.9,18,"Sky Sprinter",,33,5,11,9,163,,,"W P Mullins","Miss J Townend",5,,"towards rear on outer, some headway over 4f out, 6th and pushed along approaching straight, left 5th over 1f out, no impression inside final furlong"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"6","8½",17.4,8,"Maidenstreetprince",,66,5,11,7,161,,,"C Byrnes","Mr R W Barron",7,,"towards rear, rear of mid-division under 4f out, 8th and pushed along approaching straight, left 6th over 1f out, no extra inside final furlong"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"7","6",23.4,12,"Susans Sensation",,9,6,12,0,168,,,"Matthew J Smith","Mr D OConnor",,,"mid-division, some headway 4f out and 4th under 3f out, 7th and no impression approaching straight, no extra final furlong"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"8","6½",29.9,17,"Thornleigh Frank",,80,5,11,7,161,,,"B R Hamilton","Mr B W Harvey",7,,"mid-division, pushed along under 4f out and no impression approaching straight, soon no extra"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"9","6½",36.4,5,"Hunters Song",,100,6,11,7,161,,,"J Neilan","Mr D Allen",7,,"towards rear, pushed along and no impression under 3f out, no extra approaching straight, kept on one pace final furlong, never a factor"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"10","11",47.4,11,"Second Subaltern (USA)",,50,6,11,7,161,,,"Thomas Gallagher","Mr J Reddington",7,,"tracked leaders, 6th halfway, pushed along and lost place 4f out, soon no extra, weakened"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"11","4¾",52.15,15,"Kellys Birr",,40,5,11,4,158,,,"J P Ryan","Mr D G Lavery",3,,"tracked leaders, 3rd halfway, pushed along and lost place under 4f out, soon weakened"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"12","41",93.15000000000001,1,"A Million Bucks",,33,6,12,0,168,,,"T Gibney","Mr N McParlan",,,"led, pushed along and headed over 3f out, soon no extra and weakened, tailed off"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"13","25",118.15,3,"Brians Greatescape",,125,6,11,9,163,,,"F Costello","Mr J C Barry",5,,"always towards rear, never a factor, detached 4f out, soon weakened, completely tailed off"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"14","75",193.15,7,"Leis Fein",,125,7,11,7,161,,,"V T OBrien","Mr P J ONeill",7,,"mid-division on inner, 4th halfway, pushed along 5f out, soon no extra and detached under 4f out, weakened, completely tailed off"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"15","5½",198.65,4,"Harry Des Ongrais (FR)",,5,5,11,9,163,,,"H de Bromhead","Mr D Roche",5,,"tracked leader, 2nd halfway, pushed along and lost place quickly 6f out, soon dropped to rear and eased, completely tailed off"
44659135,"Ballinrobe (IRE)","04/08/22 00:00:00","12/30/99 19:40:00","Connacht Tribune INH Flat Race","b",,"5YO plus",6000,16,"2m 1f 142y",3882,"Good to Yielding",,"4m 27.40s",267.4,"S",,,6,"Kiki Badger",,4,6,11,7,161,,,"Anthony McCann","Mr H C Swan",7,,"rear of mid-division, headway under 4f out and 3rd 2f out, 4th and ridden when slipped up over entering straight"
44659136,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:20:00","Irish Stallion Farms EBF Maiden",,,"2YO only",9000,5,"5f",1100,"Standard (AW - Polytrack)",,"1m 0.67s",60.67,"1",,0,3,"Blackbeard",2,1.875,2,9,7,133,"2Fav",,"A P OBrien","R L Moore",,,"settled behind leaders, niggled along after 1 1/2f, ridden to close on outer 2f out, disputed 1 1/2f out, led over 1f out, soon drifted left, kept on well to assert closing stages"
44659136,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:20:00","Irish Stallion Farms EBF Maiden",,,"2YO only",9000,5,"5f",1100,"Standard (AW - Polytrack)",,"1m 0.67s",60.67,"2","1½",1.5,1,"Alexis Zorba",1,1.5,2,9,7,133,"Fav",,"Joseph P OBrien","S M Crosse",,,"tracked leaders, 3rd halfway, progress under 2f out, ridden to dispute 1 1/2f out, headed over 1f out, kept on same pace final furlong"
44659136,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:20:00","Irish Stallion Farms EBF Maiden",,,"2YO only",9000,5,"5f",1100,"Standard (AW - Polytrack)",,"1m 0.67s",60.67,"3","6½",8,4,"Brazilian Song",4,7.5,2,9,7,133,,,"J G Coogan","C T Keane",,,"led narrowly and pressed, ridden 2f out, joined 1 1/2f out, headed over 1f out, kept on one pace"
44659136,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:20:00","Irish Stallion Farms EBF Maiden",,,"2YO only",9000,5,"5f",1100,"Standard (AW - Polytrack)",,"1m 0.67s",60.67,"4","nk",8.199999999999999,2,"Belatucadros",5,4.5,2,9,7,133,,,"Donnacha OBrien","G M Ryan",,,"soon close up and pressed leader, ridden 2f out, no extra over 1f out, kept on one pace"
44659136,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:20:00","Irish Stallion Farms EBF Maiden",,,"2YO only",9000,5,"5f",1100,"Standard (AW - Polytrack)",,"1m 0.67s",60.67,"5","¾",8.949999999999999,5,"Static Charge",3,16,2,9,7,133,,,"J G Murphy","G F Carroll",,,"held up in rear, ridden and no impression 2f out, kept on one pace"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"1",,0,1,"Collective Power",7,3,4,9,11,137,"Fav","b1","E Lynam","S T McCullagh",5,65,"settled behind leaders, ridden 1 1/2f out, switched right over 1f out, soon challenged, led inside final furlong, kept on well closing stages"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"2","3¼",3.25,9,"Maggie Thunder",6,9,6,9,0,126,,"b","P J Hassett","D P McDonogh",,49,"broke well to lead, headed narrowly after 1f, remained close up, ridden to lead 1 1/2f out, headed inside final furlong, kept on same pace"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"3","½",3.75,11,"Cometh The Man",5,6.5,4,8,12,124,,"p","A McGuinness","C T Keane",,47,"dwelt and held up, ridden to close in 5th 2f out, pressed leaders 1f out, kept on same pace final furlong"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"4","hd",3.9,3,"Hodds Girl",11,6,5,9,12,138,,,"M Halford","M P Sheehy",3,64,"held up on outer, ridden towards outer 2f out, kept on inside final furlong"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"5","½",4.4,2,"Crystal Dawn",4,16,6,9,9,135,,"b","G P Cromwell","R Whearty",7,65,"dwelt and rear, ridden over 2f out, kept on inside final furlong"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"6","hd",4.55,7,"Attelboro",8,25,4,9,2,128,,"p","Eoin McDonagh","K J Leonard",,51,"tracked leaders, 4th halfway, ridden and no impression 2f out, no extra over 1f out, kept on one pace"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"7","½",5.05,8,"Kings View",3,7.5,5,8,13,125,,"t   b","P J McKenna","L T McAteer",3,51,"pushed along early, led after 1f, ridden 2f out, headed 1 1/2f out, no extra inside final furlong"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"8","nse",5.07,10,"Brokers Tip",2,3.333333333,4,8,13,125,"2Fav","v1","D Bunyan","C D Hayes",,48,"tracked leaders, 3rd halfway, ridden and no impression 2f out, no extra 1f out"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"9","½",5.57,6,"Hero Of The Hour",9,12,5,9,5,131,,"p","G A Kingston","R C Colgan",,54,"held up, ridden 2f out, no impression over 1f out, kept on one pace"
44659137,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 17:50:00","Dundalk Stadium Handicap",,,"3YO plus",6300,10,"5f",1100,"Standard (AW - Polytrack)",65,"0m 59.53s",59.53,"10","2¼",7.82,5,"Two Metres Apart",10,22,4,9,2,128,,,"M J Byrne","J Coen",7,58,"mid-division, ridden on outer 2f out, no extra over 1f out"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"1",,0,7,"Decorated Guest",5,14,3,8,0,112,,,"L McAteer","W Joyce",7,51,"settled behind leaders, 4th halfway, ridden 2f out, stayed on to press leaders 1 1/2f out, disputed 1f out, led close home"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"2","¾",0.75,2,"Buenaventura",2,3.5,3,9,8,134,,,"Joseph P OBrien","H J Horgan",7,73,"tracked leaders, 3rd halfway, ridden to challenge 2f out, disputed 1 1/2f out, headed close home"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"3","½",1.25,4,"Sally Golightly",6,7,3,9,11,137,,,"Jack W Davison","C T Keane",,69,"held up, ridden to close on outer 2f out, pressed leaders 1f out, kept on same pace final furlong"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"4","hd",1.4,1,"Mr Trinket",4,2.2,3,9,10,136,"Fav","p","Mark Fahey","J Kearney",7,75,"held up in rear, pushed along 3f out, ridden to progress 2f out, pressed leaders 1 1/2f out, disputed 1f out, headed last 50 yards and no extra"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"5","hd",1.55,3,"Haroya",7,2.75,3,9,4,130,"2Fav",,"D K Weld","J Coen",7,69,"tracked leader, disputed 5f out, led 3f out, ridden and pressed 2f out, joined 1 1/2f out, headed 1f out, kept on same pace"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"6","7",8.550000000000001,5,"Gericho",3,14,3,9,0,126,,,"W P Browne","C Horgan",7,65,"held up, pushed along 3f out, ridden and no impression 2f out"
44659138,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:20:00","BetVictor Proud To Support Irish Racing Handicap",,,"3YO only",6900,7,"1m 4f",2640,"Standard (AW - Polytrack)",,"2m 34.66s",154.66,"7","31",39.55,6,"Cryptos Dream",1,12,3,9,0,126,,,"E Sheehy","M P Sheehy",3,61,"led, joined 5f out, headed 3f out, ridden and no extra 2f out, weakened, eased over 1f out"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"1",,0,8,"Evening Verse",14,6.5,5,9,2,128,,"p","Miss McLoughlin","A J Slattery",,51,"settled behind leaders, 4th halfway, travelled well to close 2f out, led 1 1/2f out, soon ridden to assert, went clear final furlong, easily"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"2","6½",6.5,5,"Persian Wolf",6,3.5,4,9,6,132,"2Fav","p","E Lynam","B M Coen",,55,"mid-division, 6th halfway, ridden 2f out, stayed on into 2nd inside final furlong, no chance with winner"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"3","1",7.5,1,"Alhaajeb",16,7,4,10,2,142,,"v","A McGuinness","R P Whelan",,65,"held up, ridden to progress 2f out, 7th over 1f out, kept on inside final furlong"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"4","nk",7.7,10,"Scarlet Seymour",15,16,7,9,0,126,,,"L Comer","C D Hayes",,49,"disputed briefly, soon tracked leaders, 3rd halfway, ridden to dispute 2f out, headed 1 1/2f out, kept on one pace final furlong"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"5","¾",8.449999999999999,14,"Samaritaine",4,100,5,8,2,114,,"t","S Michael Millar","Aileen OSullivan",10,47,"tracked leaders and ran freely early, soon restrained in mid-division, towards rear halfway, ridden on outer 2f out, stayed on into 6th 1f out, kept on one pace final furlong"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"6","½",8.949999999999999,6,"Dr Patrick",7,4,5,9,5,131,,,"L Comer","W M Lordan",,54,"soon led, ridden and joined 2f out, headed over 1 1/2f out, no extra and kept on one pace"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"7","½",9.449999999999999,4,"French Company",3,3,4,9,6,132,"Fav",,"J G Coogan","D P McDonogh",,55,"settled behind leaders, 5th halfway, ridden and no impression 2f out, kept on one pace"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"8","2¼",11.7,11,"Spirituoso",9,8.5,4,9,0,126,,"b","L Smyth","James J Doyle",,49,"held up towards rear, ridden and no impression 2f out, kept on one pace"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"9","1¼",12.95,15,"Flylikeaneagle",11,18,5,10,1,141,,"b1","E OConnell","C T Keane",,64,"tracked leader, close 2nd halfway, challenged 3f out, ridden in 4th 2f out, soon no extra"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"10","nk",13.15,7,"Sawbuck",1,50,4,9,4,130,,,"C ODwyer","R C Colgan",,53,"held up in mid-division, ridden and no extra 2f out"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"11","3½",16.65,9,"Roibeard",8,66,9,8,9,121,,,"R OLeary","S D Bowen",7,51,"mid-division, 7th halfway, ridden and no extra 2f out"
44659139,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 18:50:00","Follow Us On Social Media Handicap",,,"4YO plus",6300,12,"1m 2f 150y",2350,"Standard (AW - Polytrack)",65,"2m 16.47s",136.47,"12","10",26.65,16,"Cula Bula Mamool",13,50,4,9,7,133,,,"Miss Katy Brown","J Kearney",7,63,"held up towards rear, ridden and no extra over 2f out"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"1",,0,3,"Ivy League",5,1.625,3,9,8,134,"Fav",,"A P OBrien","R L Moore",,,"tracked leader, close up and disputed briefly halfway, ridden in 2nd 3f out, led 2f out, veered right over 1f out, soon almost joined, kept on well under pressure close home"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"2","½",0.5,4,"Marhaba Ashmayme",4,6.5,3,9,8,134,,,"K J Condon","W J Lee",,,"settled behind leaders, 4th halfway, ridden 3f out, stayed on into 2nd 1 1/2f out, almost on terms over 1f out, kept on without matching winner, held close home"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"3","2¾",3.25,5,"Notwithstanding",3,3.333333333,3,9,8,134,,"h","H de Bromhead","W M Lordan",,,"tracked leaders, 3rd halfway, ridden 3f out, kept on to press leaders over 1f out, no extra in 3rd closing stages"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"4","6½",9.75,1,"Atlantic Breeze",1,2.25,3,9,1,127,"2Fav",,"Donnacha OBrien","P A Harnett",7,,"led, joined briefly halfway, ridden in lead 3f out, headed 2f out, no extra in 4th over 1f out, kept on one pace"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"5","6",15.75,6,"Brigetta Colleen",6,200,3,8,7,119,,,"Mrs S Dawson","S P Bird",10,,"mid-division, 5th halfway, ridden and no impression 3f out, no extra 2f out"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"6","½",16.25,7,"Theonewedreamof",2,25,3,9,3,129,,,"G P Cromwell","G F Carroll",,,"held up towards rear, ridden and no impression 3f out, no extra 2f out"
44659140,"Dundalk (IRE)","04/08/22 00:00:00","12/30/99 19:20:00","Extra Places Everyday At BetVictor Maiden",,,"3YO only",7800,7,"1m",1760,"Standard (AW - Polytrack)",,"1m 39.74s",99.73999999999999,"7","hd",16.4,2,"City Point",8,16,3,9,8,134,,,"J McAuley","S Foley",,,"towards rear, ridden and no impression 3f out, no extra 2f out"
